col,line,letter,s_read_mm,z_mm,turn,r_mm,x_wound,y_wound,x_crushed,y_crushed
6.0000,9.0000,3.0000,375.4000,48.7150,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,9.0000,4.0000,379.5600,48.7150,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,9.0000,5.0000,383.7200,48.7150,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,9.0000,6.0000,387.8800,48.7150,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,9.0000,7.0000,392.0400,48.7150,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,10.0000,1.0000,367.0800,51.5050,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,10.0000,2.0000,371.2400,51.5050,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,10.0000,3.0000,375.4000,51.5050,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,10.0000,4.0000,379.5600,51.5050,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,10.0000,5.0000,383.7200,51.5050,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,10.0000,6.0000,387.8800,51.5050,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,10.0000,7.0000,392.0400,51.5050,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,11.0000,1.0000,367.0800,54.2950,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,11.0000,2.0000,371.2400,54.2950,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,11.0000,3.0000,375.4000,54.2950,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,11.0000,4.0000,379.5600,54.2950,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,11.0000,5.0000,383.7200,54.2950,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,11.0000,6.0000,387.8800,54.2950,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,11.0000,7.0000,392.0400,54.2950,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,12.0000,1.0000,367.0800,57.0850,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,12.0000,2.0000,371.2400,57.0850,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,12.0000,3.0000,375.4000,57.0850,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,12.0000,4.0000,379.5600,57.0850,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,12.0000,5.0000,383.7200,57.0850,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,12.0000,6.0000,387.8800,57.0850,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,12.0000,7.0000,392.0400,57.0850,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,13.0000,1.0000,367.0800,59.8750,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,13.0000,2.0000,371.2400,59.8750,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,13.0000,3.0000,375.4000,59.8750,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,13.0000,4.0000,379.5600,59.8750,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,13.0000,5.0000,383.7200,59.8750,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,13.0000,6.0000,387.8800,59.8750,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,13.0000,7.0000,392.0400,59.8750,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,14.0000,1.0000,367.0800,62.6650,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,14.0000,2.0000,371.2400,62.6650,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,14.0000,3.0000,375.4000,62.6650,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,14.0000,4.0000,379.5600,62.6650,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,14.0000,5.0000,383.7200,62.6650,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,14.0000,6.0000,387.8800,62.6650,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,14.0000,7.0000,392.0400,62.6650,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,15.0000,1.0000,367.0800,65.4550,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,15.0000,2.0000,371.2400,65.4550,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,15.0000,3.0000,375.4000,65.4550,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,15.0000,4.0000,379.5600,65.4550,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,15.0000,5.0000,383.7200,65.4550,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,15.0000,6.0000,387.8800,65.4550,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,15.0000,7.0000,392.0400,65.4550,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,16.0000,1.0000,367.0800,68.2450,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,16.0000,2.0000,371.2400,68.2450,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,16.0000,3.0000,375.4000,68.2450,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,16.0000,4.0000,379.5600,68.2450,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,16.0000,5.0000,383.7200,68.2450,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,16.0000,6.0000,387.8800,68.2450,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,16.0000,7.0000,392.0400,68.2450,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,17.0000,1.0000,367.0800,71.0350,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,17.0000,2.0000,371.2400,71.0350,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,17.0000,3.0000,375.4000,71.0350,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,17.0000,4.0000,379.5600,71.0350,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,17.0000,5.0000,383.7200,71.0350,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,17.0000,6.0000,387.8800,71.0350,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,17.0000,7.0000,392.0400,71.0350,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,18.0000,1.0000,367.0800,73.8250,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,18.0000,2.0000,371.2400,73.8250,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,18.0000,3.0000,375.4000,73.8250,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,18.0000,4.0000,379.5600,73.8250,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,18.0000,5.0000,383.7200,73.8250,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,18.0000,6.0000,387.8800,73.8250,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,18.0000,7.0000,392.0400,73.8250,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,19.0000,1.0000,367.0800,76.6150,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,19.0000,2.0000,371.2400,76.6150,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,19.0000,3.0000,375.4000,76.6150,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,19.0000,4.0000,379.5600,76.6150,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,19.0000,5.0000,383.7200,76.6150,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,19.0000,6.0000,387.8800,76.6150,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,19.0000,7.0000,392.0400,76.6150,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,20.0000,1.0000,367.0800,79.4050,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,20.0000,2.0000,371.2400,79.4050,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,20.0000,3.0000,375.4000,79.4050,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,20.0000,4.0000,379.5600,79.4050,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,20.0000,5.0000,383.7200,79.4050,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,20.0000,6.0000,387.8800,79.4050,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,20.0000,7.0000,392.0400,79.4050,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,21.0000,1.0000,367.0800,82.1950,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,21.0000,2.0000,371.2400,82.1950,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,21.0000,3.0000,375.4000,82.1950,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,21.0000,4.0000,379.5600,82.1950,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,21.0000,5.0000,383.7200,82.1950,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,21.0000,6.0000,387.8800,82.1950,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,21.0000,7.0000,392.0400,82.1950,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,22.0000,1.0000,367.0800,84.9850,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,22.0000,2.0000,371.2400,84.9850,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,22.0000,3.0000,375.4000,84.9850,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,22.0000,4.0000,379.5600,84.9850,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,22.0000,5.0000,383.7200,84.9850,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,22.0000,6.0000,387.8800,84.9850,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,22.0000,7.0000,392.0400,84.9850,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,23.0000,1.0000,367.0800,87.7750,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,23.0000,2.0000,371.2400,87.7750,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,23.0000,3.0000,375.4000,87.7750,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,23.0000,4.0000,379.5600,87.7750,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,23.0000,5.0000,383.7200,87.7750,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,23.0000,6.0000,387.8800,87.7750,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,23.0000,7.0000,392.0400,87.7750,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,24.0000,1.0000,367.0800,90.5650,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,24.0000,2.0000,371.2400,90.5650,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,24.0000,3.0000,375.4000,90.5650,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,24.0000,4.0000,379.5600,90.5650,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,24.0000,5.0000,383.7200,90.5650,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,24.0000,6.0000,387.8800,90.5650,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,24.0000,7.0000,392.0400,90.5650,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,25.0000,1.0000,367.0800,93.3550,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,25.0000,2.0000,371.2400,93.3550,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,25.0000,3.0000,375.4000,93.3550,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,25.0000,4.0000,379.5600,93.3550,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,25.0000,5.0000,383.7200,93.3550,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,25.0000,6.0000,387.8800,93.3550,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,25.0000,7.0000,392.0400,93.3550,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,26.0000,1.0000,367.0800,96.1450,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,26.0000,2.0000,371.2400,96.1450,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,26.0000,3.0000,375.4000,96.1450,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,26.0000,4.0000,379.5600,96.1450,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,26.0000,5.0000,383.7200,96.1450,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,26.0000,6.0000,387.8800,96.1450,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,26.0000,7.0000,392.0400,96.1450,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,27.0000,1.0000,367.0800,98.9350,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,27.0000,2.0000,371.2400,98.9350,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,27.0000,3.0000,375.4000,98.9350,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,27.0000,4.0000,379.5600,98.9350,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,27.0000,5.0000,383.7200,98.9350,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,27.0000,6.0000,387.8800,98.9350,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,27.0000,7.0000,392.0400,98.9350,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,28.0000,1.0000,367.0800,101.7250,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,28.0000,2.0000,371.2400,101.7250,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,28.0000,3.0000,375.4000,101.7250,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,28.0000,4.0000,379.5600,101.7250,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,28.0000,5.0000,383.7200,101.7250,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,28.0000,6.0000,387.8800,101.7250,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,28.0000,7.0000,392.0400,101.7250,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,29.0000,1.0000,367.0800,104.5150,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,29.0000,2.0000,371.2400,104.5150,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,29.0000,3.0000,375.4000,104.5150,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,29.0000,4.0000,379.5600,104.5150,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,29.0000,5.0000,383.7200,104.5150,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,29.0000,6.0000,387.8800,104.5150,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,29.0000,7.0000,392.0400,104.5150,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,30.0000,1.0000,367.0800,107.3050,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,30.0000,2.0000,371.2400,107.3050,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,30.0000,3.0000,375.4000,107.3050,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,30.0000,4.0000,379.5600,107.3050,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,30.0000,5.0000,383.7200,107.3050,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,30.0000,6.0000,387.8800,107.3050,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,30.0000,7.0000,392.0400,107.3050,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,31.0000,1.0000,367.0800,110.0950,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,31.0000,2.0000,371.2400,110.0950,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,31.0000,3.0000,375.4000,110.0950,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,31.0000,4.0000,379.5600,110.0950,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,31.0000,5.0000,383.7200,110.0950,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,31.0000,6.0000,387.8800,110.0950,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,31.0000,7.0000,392.0400,110.0950,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,32.0000,1.0000,367.0800,112.8850,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,32.0000,2.0000,371.2400,112.8850,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,32.0000,3.0000,375.4000,112.8850,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,32.0000,4.0000,379.5600,112.8850,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,32.0000,5.0000,383.7200,112.8850,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,32.0000,6.0000,387.8800,112.8850,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,32.0000,7.0000,392.0400,112.8850,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,33.0000,1.0000,367.0800,115.6750,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,33.0000,2.0000,371.2400,115.6750,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,33.0000,3.0000,375.4000,115.6750,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,33.0000,4.0000,379.5600,115.6750,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,33.0000,5.0000,383.7200,115.6750,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,33.0000,6.0000,387.8800,115.6750,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,33.0000,7.0000,392.0400,115.6750,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,34.0000,1.0000,367.0800,118.4650,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,34.0000,2.0000,371.2400,118.4650,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,34.0000,3.0000,375.4000,118.4650,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,34.0000,4.0000,379.5600,118.4650,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,34.0000,5.0000,383.7200,118.4650,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,34.0000,6.0000,387.8800,118.4650,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,34.0000,7.0000,392.0400,118.4650,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,35.0000,1.0000,367.0800,121.2550,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,35.0000,2.0000,371.2400,121.2550,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,35.0000,3.0000,375.4000,121.2550,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,35.0000,4.0000,379.5600,121.2550,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,35.0000,5.0000,383.7200,121.2550,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,35.0000,6.0000,387.8800,121.2550,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,35.0000,7.0000,392.0400,121.2550,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,36.0000,1.0000,367.0800,124.0450,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,36.0000,2.0000,371.2400,124.0450,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,36.0000,3.0000,375.4000,124.0450,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,36.0000,4.0000,379.5600,124.0450,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,36.0000,5.0000,383.7200,124.0450,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,36.0000,6.0000,387.8800,124.0450,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,36.0000,7.0000,392.0400,124.0450,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,37.0000,1.0000,367.0800,126.8350,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,37.0000,2.0000,371.2400,126.8350,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,37.0000,3.0000,375.4000,126.8350,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,37.0000,4.0000,379.5600,126.8350,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,37.0000,5.0000,383.7200,126.8350,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,37.0000,6.0000,387.8800,126.8350,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,37.0000,7.0000,392.0400,126.8350,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,38.0000,1.0000,367.0800,129.6250,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,38.0000,2.0000,371.2400,129.6250,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,38.0000,3.0000,375.4000,129.6250,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,38.0000,4.0000,379.5600,129.6250,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,38.0000,5.0000,383.7200,129.6250,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,38.0000,6.0000,387.8800,129.6250,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,38.0000,7.0000,392.0400,129.6250,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,39.0000,1.0000,367.0800,132.4150,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,39.0000,2.0000,371.2400,132.4150,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,39.0000,3.0000,375.4000,132.4150,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,39.0000,4.0000,379.5600,132.4150,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,39.0000,5.0000,383.7200,132.4150,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,39.0000,6.0000,387.8800,132.4150,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,39.0000,7.0000,392.0400,132.4150,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,40.0000,1.0000,367.0800,135.2050,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,40.0000,2.0000,371.2400,135.2050,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,40.0000,3.0000,375.4000,135.2050,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,40.0000,4.0000,379.5600,135.2050,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,40.0000,5.0000,383.7200,135.2050,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,40.0000,6.0000,387.8800,135.2050,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,40.0000,7.0000,392.0400,135.2050,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,41.0000,1.0000,367.0800,137.9950,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,41.0000,2.0000,371.2400,137.9950,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,41.0000,3.0000,375.4000,137.9950,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,41.0000,4.0000,379.5600,137.9950,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,41.0000,5.0000,383.7200,137.9950,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,41.0000,6.0000,387.8800,137.9950,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,41.0000,7.0000,392.0400,137.9950,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,42.0000,1.0000,367.0800,140.7850,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,42.0000,2.0000,371.2400,140.7850,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,42.0000,3.0000,375.4000,140.7850,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,42.0000,4.0000,379.5600,140.7850,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,42.0000,5.0000,383.7200,140.7850,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,42.0000,6.0000,387.8800,140.7850,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,42.0000,7.0000,392.0400,140.7850,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,43.0000,1.0000,367.0800,143.5750,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
6.0000,43.0000,2.0000,371.2400,143.5750,65.0000,15.5110,15.0144,-3.8935,18.6785,-3.6031
6.0000,43.0000,3.0000,375.4000,143.5750,65.0000,15.5036,13.4390,-7.7302,15.5630,-6.2970
6.0000,43.0000,4.0000,379.5600,143.5750,65.0000,15.4962,10.9028,-11.0119,11.8294,-8.0759
6.0000,43.0000,5.0000,383.7200,143.5750,65.0000,15.4888,7.5870,-13.5034,7.8463,-9.2094
6.0000,43.0000,6.0000,387.8800,143.5750,65.0000,15.4814,3.7290,-15.0256,3.7492,-9.8331
6.0000,43.0000,7.0000,392.0400,143.5750,65.0000,15.4740,-0.3948,-15.4690,-0.3938,-10.0082
6.0000,44.0000,1.0000,367.0800,146.3650,66.0000,15.5184,15.5168,0.2235,20.2344,0.2247
